household_id,lat,lon,district,sector,urban,children_under5,avg_meal_count,water_source,sanitation_tier,income_band,risk_score,risk_label,top_drivers
HH1278,-1.928042,30.15255,Kicukiro,Gatenga,1,0,1.9,piped,medium,high,0.0895,Low,"['Low meal frequency (< 2 meals/day)', 'Poor sanitation']"
HH1279,-2.044402,30.16912,Kicukiro,Kanombe,0,5,2.8,protected_well,low,low,0.77,High,"['Poor sanitation', 'Low household income', 'High number of children under 5']"
HH1280,-1.94366,30.109551,Kicukiro,Niboye,1,0,2.2,piped,high,high,0.033,Low,['Low meal frequency (< 2 meals/day)']
HH1281,-1.978912,30.107486,Kicukiro,Gahanga,1,4,3.4,piped,medium,middle,0.113,Low,"['Poor sanitation', 'High number of children under 5', 'Low household income']"
HH1282,-2.022493,30.031281,Kicukiro,Gahanga,0,1,2.6,unprotected_well,low,low,0.8081,High,"['Poor sanitation', 'Unsafe water source', 'Low household income']"
HH1283,-1.9428,30.174956,Kicukiro,Kanombe,1,5,1.8,piped,high,middle,0.1095,Low,"['Low meal frequency (< 2 meals/day)', 'High number of children under 5', 'Low household income']"
HH1284,-1.908117,30.128794,Kicukiro,Kanombe,0,4,2.2,surface,low,middle,0.8646,High,"['Unsafe water source', 'Poor sanitation', 'Low meal frequency (< 2 meals/day)']"
HH1285,-1.968605,30.15239,Kicukiro,Kagarama,0,1,1.5,surface,medium,middle,0.711,High,"['Unsafe water source', 'Low meal frequency (< 2 meals/day)', 'Poor sanitation']"
HH1286,-2.043854,30.161159,Kicukiro,Niboye,1,3,3.3,piped,medium,high,0.0664,Low,"['Poor sanitation', 'High number of children under 5']"
HH1287,-1.931847,30.049088,Kicukiro,Niboye,1,0,3.2,piped,medium,high,0.0434,Low,['Poor sanitation']
HH1288,-1.911013,30.086342,Kicukiro,Gahanga,1,2,1.6,unprotected_well,medium,middle,0.4739,Medium,"['Unsafe water source', 'Low meal frequency (< 2 meals/day)', 'Poor sanitation']"
HH1289,-1.905474,30.182323,Kicukiro,Kanombe,1,3,2.9,protected_well,high,low,0.1812,Low,"['Low household income', 'Unsafe water source', 'High number of children under 5']"
HH1290,-1.9745,30.087332,Kicukiro,Niboye,0,0,3.3,surface,medium,low,0.7417,High,"['Unsafe water source', 'Poor sanitation', 'Low household income']"
HH1291,-2.055555,30.176259,Kicukiro,Gatenga,1,0,2.6,protected_well,medium,middle,0.1247,Low,"['Poor sanitation', 'Unsafe water source', 'Low meal frequency (< 2 meals/day)']"
HH1292,-2.044751,30.047359,Kicukiro,Niboye,1,2,3.2,piped,high,low,0.0855,Low,"['Low household income', 'High number of children under 5']"
HH1293,-1.985609,30.090961,Kicukiro,Gahanga,1,5,2.3,piped,medium,high,0.1164,Low,"['Poor sanitation', 'High number of children under 5', 'Low meal frequency (< 2 meals/day)']"
HH1294,-2.015234,30.072124,Kicukiro,Niboye,1,3,3.5,piped,high,high,0.0206,Low,['High number of children under 5']
HH1295,-1.995323,30.16052,Kicukiro,Kagarama,1,2,3.0,protected_well,low,low,0.7079,High,"['Poor sanitation', 'Low household income', 'Unsafe water source']"
HH1296,-1.924609,30.024272,Kicukiro,Kanombe,0,3,1.7,piped,low,middle,0.4748,Medium,"['Poor sanitation', 'Low meal frequency (< 2 meals/day)', 'High number of children under 5']"
HH1297,-2.02156,30.063112,Kicukiro,Gahanga,0,1,3.0,surface,low,low,0.8422,High,"['Unsafe water source', 'Poor sanitation', 'Low household income']"
HH1298,-2.031804,30.035315,Kicukiro,Gahanga,1,3,3.5,unprotected_well,high,middle,0.161,Low,"['Unsafe water source', 'High number of children under 5', 'Low household income']"
HH1299,-1.9986,30.115192,Kicukiro,Kanombe,1,1,2.5,piped,high,middle,0.0448,Low,"['Low meal frequency (< 2 meals/day)', 'Low household income', 'High number of children under 5']"
HH1300,-1.925916,30.044319,Kicukiro,Kanombe,1,3,3.3,protected_well,medium,middle,0.1527,Low,"['Poor sanitation', 'Unsafe water source', 'High number of children under 5']"
HH1301,-1.940069,30.106936,Kicukiro,Kanombe,0,5,2.4,surface,medium,high,0.611,High,"['Unsafe water source', 'Poor sanitation', 'High number of children under 5']"
HH1302,-2.013289,30.095422,Kicukiro,Gahanga,1,3,3.0,piped,low,high,0.1925,Low,"['Poor sanitation', 'High number of children under 5']"
HH1303,-1.9409,30.138462,Kicukiro,Kanombe,1,2,2.2,piped,medium,middle,0.1279,Low,"['Poor sanitation', 'Low meal frequency (< 2 meals/day)', 'Low household income']"
HH1304,-1.949067,30.153324,Kicukiro,Kanombe,1,0,2.8,protected_well,high,high,0.0298,Low,"['Unsafe water source', 'Low meal frequency (< 2 meals/day)']"
HH1305,-2.025688,30.08309,Kicukiro,Gahanga,1,0,2.8,piped,medium,high,0.0517,Low,"['Poor sanitation', 'Low meal frequency (< 2 meals/day)']"
HH1306,-2.052807,30.053654,Kicukiro,Gahanga,1,3,1.6,unprotected_well,high,high,0.1718,Low,"['Unsafe water source', 'Low meal frequency (< 2 meals/day)', 'High number of children under 5']"
HH1307,-1.962793,30.133148,Kicukiro,Kagarama,1,1,1.6,piped,high,high,0.064,Low,"['Low meal frequency (< 2 meals/day)', 'High number of children under 5']"
HH1308,-1.989477,30.145841,Kicukiro,Niboye,0,2,1.1,protected_well,low,low,0.8189,High,"['Poor sanitation', 'Low meal frequency (< 2 meals/day)', 'Low household income']"
HH1309,-2.055732,30.023852,Kicukiro,Gatenga,1,2,1.8,piped,medium,high,0.1104,Low,"['Low meal frequency (< 2 meals/day)', 'Poor sanitation', 'High number of children under 5']"
HH1310,-1.988201,30.084738,Kicukiro,Gahanga,1,5,2.3,unprotected_well,medium,low,0.7556,High,"['Unsafe water source', 'Poor sanitation', 'Low household income']"
HH1311,-2.024085,30.136584,Kicukiro,Gatenga,1,4,3.1,unprotected_well,high,middle,0.1844,Low,"['Unsafe water source', 'High number of children under 5', 'Low household income']"
HH1312,-1.923914,30.177419,Kicukiro,Kagarama,0,3,2.4,surface,high,middle,0.4542,Medium,"['Unsafe water source', 'Low meal frequency (< 2 meals/day)', 'High number of children under 5']"
HH1313,-1.92643,30.085371,Kicukiro,Niboye,1,3,2.6,piped,high,middle,0.0559,Low,"['High number of children under 5', 'Low meal frequency (< 2 meals/day)', 'Low household income']"
HH1314,-2.034672,30.039923,Kicukiro,Niboye,1,1,2.2,piped,high,middle,0.0574,Low,"['Low meal frequency (< 2 meals/day)', 'Low household income', 'High number of children under 5']"
HH1315,-1.979903,30.03259,Kicukiro,Niboye,1,1,1.8,protected_well,medium,middle,0.1897,Low,"['Low meal frequency (< 2 meals/day)', 'Poor sanitation', 'Unsafe water source']"
HH1316,-2.033413,30.170987,Kicukiro,Kagarama,0,3,3.1,piped,medium,high,0.0664,Low,"['Poor sanitation', 'High number of children under 5']"
HH1317,-1.927456,30.160913,Kicukiro,Kanombe,1,4,2.2,protected_well,medium,high,0.149,Low,"['Poor sanitation', 'Low meal frequency (< 2 meals/day)', 'High number of children under 5']"
HH1318,-2.004661,30.059061,Kicukiro,Niboye,1,1,2.8,piped,high,high,0.0153,Low,"['Low meal frequency (< 2 meals/day)', 'High number of children under 5']"
HH1319,-1.979392,30.024694,Kicukiro,Niboye,0,0,2.6,unprotected_well,low,high,0.49,Medium,"['Poor sanitation', 'Unsafe water source', 'Low meal frequency (< 2 meals/day)']"
HH1320,-1.949131,30.170354,Kicukiro,Kagarama,0,5,3.0,unprotected_well,low,low,0.8249,High,"['Poor sanitation', 'Unsafe water source', 'Low household income']"
HH1321,-1.972411,30.149031,Kicukiro,Kanombe,1,3,2.9,piped,medium,middle,0.1046,Low,"['Poor sanitation', 'High number of children under 5', 'Low household income']"
HH1322,-2.019569,30.075294,Kicukiro,Niboye,1,3,3.3,unprotected_well,high,middle,0.161,Low,"['Unsafe water source', 'High number of children under 5', 'Low household income']"
HH1323,-1.974547,30.118169,Kicukiro,Niboye,1,4,1.9,protected_well,high,high,0.097,Low,"['Low meal frequency (< 2 meals/day)', 'High number of children under 5', 'Unsafe water source']"
HH1324,-1.932928,30.104367,Kicukiro,Kanombe,1,5,1.6,piped,low,middle,0.5742,Medium,"['Poor sanitation', 'Low meal frequency (< 2 meals/day)', 'High number of children under 5']"
HH1325,-2.014471,30.066644,Kicukiro,Gahanga,1,1,2.1,protected_well,high,high,0.0655,Low,"['Low meal frequency (< 2 meals/day)', 'Unsafe water source', 'High number of children under 5']"
HH1326,-1.968313,30.072389,Kicukiro,Gahanga,0,5,3.1,unprotected_well,low,middle,0.761,High,"['Poor sanitation', 'Unsafe water source', 'High number of children under 5']"
HH1327,-1.900905,30.153293,Kicukiro,Niboye,1,1,1.5,protected_well,high,middle,0.1158,Low,"['Low meal frequency (< 2 meals/day)', 'Unsafe water source', 'Low household income']"
HH1328,-1.988584,30.076686,Kicukiro,Gatenga,1,3,1.8,protected_well,high,middle,0.1232,Low,"['Low meal frequency (< 2 meals/day)', 'Unsafe water source', 'High number of children under 5']"
HH1329,-2.000249,30.12226,Kicukiro,Kanombe,1,3,1.0,piped,high,low,0.2358,Low,"['Low meal frequency (< 2 meals/day)', 'Low household income', 'High number of children under 5']"
HH1330,-2.006128,30.125786,Kicukiro,Kanombe,1,0,3.5,piped,medium,high,0.0434,Low,['Poor sanitation']
HH1331,-2.05809,30.180768,Kicukiro,Gatenga,1,4,2.1,protected_well,medium,high,0.1544,Low,"['Poor sanitation', 'Low meal frequency (< 2 meals/day)', 'High number of children under 5']"
HH1332,-2.00568,30.076578,Kicukiro,Kanombe,1,0,3.0,protected_well,low,low,0.6595,High,"['Poor sanitation', 'Low household income', 'Unsafe water source']"
HH1333,-2.010504,30.049456,Kicukiro,Kagarama,1,2,2.4,piped,high,high,0.0383,Low,"['Low meal frequency (< 2 meals/day)', 'High number of children under 5']"
HH1334,-2.054135,30.071608,Kicukiro,Kanombe,1,2,1.9,piped,medium,middle,0.1439,Low,"['Low meal frequency (< 2 meals/day)', 'Poor sanitation', 'Low household income']"
HH1335,-1.978531,30.030029,Kicukiro,Kanombe,1,3,3.0,piped,low,high,0.1925,Low,"['Poor sanitation', 'High number of children under 5']"
HH1336,-2.01753,30.139012,Kicukiro,Kanombe,1,1,3.1,unprotected_well,high,middle,0.123,Low,"['Unsafe water source', 'Low household income', 'High number of children under 5']"
HH1337,-1.911889,30.048909,Kicukiro,Gahanga,1,3,1.3,piped,high,low,0.2131,Low,"['Low meal frequency (< 2 meals/day)', 'Low household income', 'High number of children under 5']"
HH1338,-2.042316,30.182915,Kicukiro,Kagarama,0,1,2.8,unprotected_well,low,low,0.7989,High,"['Poor sanitation', 'Unsafe water source', 'Low household income']"
HH1339,-1.980085,30.122803,Kicukiro,Kanombe,0,1,1.0,surface,low,low,0.9237,High,"['Unsafe water source', 'Poor sanitation', 'Low meal frequency (< 2 meals/day)']"
HH1340,-1.906058,30.135871,Kicukiro,Kagarama,1,3,2.4,piped,high,middle,0.0645,Low,"['Low meal frequency (< 2 meals/day)', 'High number of children under 5', 'Low household income']"
HH1341,-2.057788,30.085093,Kicukiro,Kagarama,1,4,1.8,piped,medium,middle,0.183,Low,"['Low meal frequency (< 2 meals/day)', 'Poor sanitation', 'High number of children under 5']"
HH1342,-2.048747,30.114564,Kicukiro,Kagarama,0,5,3.0,surface,low,low,0.8695,High,"['Unsafe water source', 'Poor sanitation', 'Low household income']"
HH1343,-1.914841,30.072805,Kicukiro,Gatenga,0,1,2.5,unprotected_well,low,middle,0.7083,High,"['Poor sanitation', 'Unsafe water source', 'Low meal frequency (< 2 meals/day)']"
HH1344,-1.945106,30.137201,Kicukiro,Kanombe,0,0,1.4,protected_well,low,low,0.7704,High,"['Poor sanitation', 'Low meal frequency (< 2 meals/day)', 'Low household income']"
HH1345,-1.948485,30.155716,Kicukiro,Gahanga,1,0,3.0,piped,high,low,0.0594,Low,['Low household income']
HH1346,-1.958563,30.161993,Kicukiro,Gahanga,1,3,1.8,piped,medium,high,0.1196,Low,"['Low meal frequency (< 2 meals/day)', 'Poor sanitation', 'High number of children under 5']"
HH1347,-1.936635,30.172852,Kicukiro,Gahanga,1,2,3.4,piped,low,high,0.1711,Low,"['Poor sanitation', 'High number of children under 5']"
HH1348,-1.9223,30.080518,Kicukiro,Gahanga,0,1,3.4,unprotected_well,medium,middle,0.287,Low,"['Unsafe water source', 'Poor sanitation', 'Low household income']"
HH1349,-1.909146,30.109822,Kicukiro,Kanombe,1,2,2.1,piped,high,low,0.1375,Low,"['Low household income', 'Low meal frequency (< 2 meals/day)', 'High number of children under 5']"
HH1350,-2.039728,30.049163,Kicukiro,Gahanga,1,0,1.7,piped,high,high,0.0532,Low,['Low meal frequency (< 2 meals/day)']
HH1351,-2.042949,30.100377,Kicukiro,Kagarama,1,1,3.3,piped,low,high,0.1525,Low,"['Poor sanitation', 'High number of children under 5']"
HH1352,-2.00205,30.030407,Kicukiro,Gatenga,0,2,2.7,unprotected_well,medium,low,0.6634,High,"['Unsafe water source', 'Poor sanitation', 'Low household income']"
HH1353,-2.058643,30.031983,Kicukiro,Niboye,1,4,3.3,protected_well,high,high,0.0501,Low,"['High number of children under 5', 'Unsafe water source']"
HH1354,-2.005577,30.079216,Kicukiro,Gahanga,1,3,1.1,protected_well,high,low,0.3407,Low,"['Low meal frequency (< 2 meals/day)', 'Low household income', 'Unsafe water source']"
HH1355,-1.970284,30.083014,Kicukiro,Niboye,1,5,1.8,piped,medium,middle,0.2037,Low,"['Low meal frequency (< 2 meals/day)', 'Poor sanitation', 'High number of children under 5']"
HH1356,-1.917155,30.04647,Kicukiro,Niboye,1,4,3.1,piped,low,low,0.6765,High,"['Poor sanitation', 'Low household income', 'High number of children under 5']"
HH1357,-2.045776,30.140179,Kicukiro,Niboye,1,1,2.9,piped,low,high,0.1584,Low,"['Poor sanitation', 'High number of children under 5', 'Low meal frequency (< 2 meals/day)']"
HH1358,-2.052134,30.030138,Kicukiro,Kagarama,1,1,1.9,protected_well,low,middle,0.5157,Medium,"['Poor sanitation', 'Low meal frequency (< 2 meals/day)', 'Unsafe water source']"
HH1359,-2.040989,30.07177,Kicukiro,Gahanga,1,3,3.4,protected_well,high,high,0.0427,Low,"['Unsafe water source', 'High number of children under 5']"
HH1360,-1.959382,30.15245,Kicukiro,Kanombe,1,1,2.9,piped,low,high,0.1584,Low,"['Poor sanitation', 'High number of children under 5', 'Low meal frequency (< 2 meals/day)']"
HH1361,-1.978154,30.055889,Kicukiro,Kagarama,1,3,2.6,protected_well,high,middle,0.0847,Low,"['Unsafe water source', 'High number of children under 5', 'Low meal frequency (< 2 meals/day)']"
HH1362,-1.969598,30.135645,Kicukiro,Kanombe,1,4,1.5,piped,high,middle,0.1134,Low,"['Low meal frequency (< 2 meals/day)', 'High number of children under 5', 'Low household income']"
HH1363,-1.945168,30.129082,Kicukiro,Gahanga,1,0,3.1,protected_well,high,high,0.0216,Low,['Unsafe water source']
HH1364,-2.049877,30.080779,Kicukiro,Kagarama,0,4,1.2,unprotected_well,low,low,0.8929,High,"['Poor sanitation', 'Low meal frequency (< 2 meals/day)', 'Unsafe water source']"
HH1365,-1.928665,30.051341,Kicukiro,Niboye,1,5,2.0,protected_well,high,middle,0.1387,Low,"['Low meal frequency (< 2 meals/day)', 'High number of children under 5', 'Unsafe water source']"
HH1366,-2.005975,30.07318,Kicukiro,Kagarama,1,4,2.0,piped,high,high,0.0685,Low,"['Low meal frequency (< 2 meals/day)', 'High number of children under 5']"
HH1367,-1.902854,30.168626,Kicukiro,Kagarama,0,3,3.1,piped,medium,high,0.0664,Low,"['Poor sanitation', 'High number of children under 5']"
HH1368,-1.999858,30.169251,Kicukiro,Gahanga,1,5,2.0,protected_well,high,low,0.331,Low,"['Low meal frequency (< 2 meals/day)', 'Low household income', 'High number of children under 5']"
HH1369,-1.984299,30.069636,Kicukiro,Niboye,0,5,2.3,surface,high,middle,0.5532,Medium,"['Unsafe water source', 'High number of children under 5', 'Low meal frequency (< 2 meals/day)']"
HH1370,-2.003335,30.053063,Kicukiro,Niboye,0,1,2.5,protected_well,low,low,0.7199,High,"['Poor sanitation', 'Low household income', 'Unsafe water source']"
HH1371,-1.924931,30.09311,Kicukiro,Gatenga,1,4,2.8,protected_well,high,high,0.0585,Low,"['High number of children under 5', 'Unsafe water source', 'Low meal frequency (< 2 meals/day)']"
HH1372,-1.980157,30.043126,Kicukiro,Gatenga,0,5,3.2,protected_well,medium,low,0.5005,Medium,"['Poor sanitation', 'Low household income', 'High number of children under 5']"
HH1373,-1.94168,30.090842,Kicukiro,Kanombe,1,4,2.8,protected_well,medium,middle,0.1884,Low,"['Poor sanitation', 'High number of children under 5', 'Unsafe water source']"
HH1374,-1.972143,30.162061,Kicukiro,Gatenga,1,0,2.7,surface,high,middle,0.296,Low,"['Unsafe water source', 'Low household income', 'Low meal frequency (< 2 meals/day)']"
HH1375,-1.981835,30.114591,Kicukiro,Gahanga,1,1,1.6,piped,high,middle,0.0828,Low,"['Low meal frequency (< 2 meals/day)', 'Low household income', 'High number of children under 5']"
HH1376,-1.904117,30.089782,Kicukiro,Kagarama,0,0,2.5,unprotected_well,low,middle,0.6799,High,"['Poor sanitation', 'Unsafe water source', 'Low meal frequency (< 2 meals/day)']"
HH1377,-2.022257,30.053903,Kicukiro,Niboye,0,2,1.0,unprotected_well,medium,low,0.7808,High,"['Low meal frequency (< 2 meals/day)', 'Unsafe water source', 'Poor sanitation']"
HH1378,-2.058782,30.053198,Kicukiro,Kagarama,1,1,2.4,unprotected_well,high,low,0.4093,Medium,"['Unsafe water source', 'Low household income', 'Low meal frequency (< 2 meals/day)']"
HH1379,-1.903888,30.025908,Kicukiro,Gahanga,0,1,3.0,unprotected_well,low,middle,0.669,High,"['Poor sanitation', 'Unsafe water source', 'Low household income']"
HH1380,-2.0025,30.155556,Kicukiro,Kagarama,0,4,2.4,unprotected_well,low,low,0.8426,High,"['Poor sanitation', 'Unsafe water source', 'Low household income']"
HH1381,-1.982353,30.128491,Kicukiro,Niboye,1,1,2.9,piped,medium,middle,0.0813,Low,"['Poor sanitation', 'Low household income', 'High number of children under 5']"
HH1382,-1.951257,30.035339,Kicukiro,Gatenga,1,2,1.9,protected_well,medium,middle,0.2047,Low,"['Low meal frequency (< 2 meals/day)', 'Poor sanitation', 'Unsafe water source']"
HH1383,-2.056872,30.04082,Kicukiro,Kanombe,1,0,2.0,protected_well,high,middle,0.0837,Low,"['Low meal frequency (< 2 meals/day)', 'Unsafe water source', 'Low household income']"
HH1384,-1.976521,30.025393,Kicukiro,Niboye,1,5,2.0,protected_well,medium,middle,0.2808,Low,"['Poor sanitation', 'Low meal frequency (< 2 meals/day)', 'High number of children under 5']"
HH1385,-1.95834,30.119239,Kicukiro,Niboye,1,2,1.8,protected_well,high,low,0.2409,Low,"['Low meal frequency (< 2 meals/day)', 'Low household income', 'Unsafe water source']"
HH1386,-1.96915,30.126469,Kicukiro,Niboye,1,4,2.4,piped,medium,low,0.37,Medium,"['Poor sanitation', 'Low household income', 'High number of children under 5']"
HH1387,-2.035547,30.103953,Kicukiro,Niboye,1,4,3.3,piped,high,low,0.1193,Low,"['Low household income', 'High number of children under 5']"
HH1388,-1.95645,30.065718,Kicukiro,Gahanga,1,4,2.7,piped,high,low,0.1386,Low,"['Low household income', 'High number of children under 5', 'Low meal frequency (< 2 meals/day)']"
HH1389,-1.984562,30.03637,Kicukiro,Niboye,1,1,3.4,piped,high,middle,0.024,Low,"['Low household income', 'High number of children under 5']"
HH1390,-2.01775,30.121652,Kicukiro,Kagarama,1,1,2.3,protected_well,high,high,0.0573,Low,"['Low meal frequency (< 2 meals/day)', 'Unsafe water source', 'High number of children under 5']"
HH1391,-1.959776,30.068256,Kicukiro,Gahanga,1,5,1.5,piped,medium,middle,0.2245,Low,"['Low meal frequency (< 2 meals/day)', 'Poor sanitation', 'High number of children under 5']"
HH1392,-1.913125,30.09036,Kicukiro,Gatenga,1,3,3.3,piped,low,high,0.1925,Low,"['Poor sanitation', 'High number of children under 5']"
HH1393,-1.924345,30.036409,Kicukiro,Kagarama,1,5,1.6,piped,low,middle,0.5742,Medium,"['Poor sanitation', 'Low meal frequency (< 2 meals/day)', 'High number of children under 5']"
HH1394,-2.028379,30.082533,Kicukiro,Kagarama,1,3,3.0,piped,high,low,0.1013,Low,"['Low household income', 'High number of children under 5']"
HH1395,-1.95411,30.025591,Kicukiro,Kagarama,0,4,3.4,unprotected_well,medium,low,0.6918,High,"['Unsafe water source', 'Poor sanitation', 'Low household income']"
HH1396,-1.985128,30.063832,Kicukiro,Kagarama,0,3,1.5,protected_well,low,low,0.8113,High,"['Poor sanitation', 'Low meal frequency (< 2 meals/day)', 'Low household income']"
HH1397,-1.982564,30.092405,Kicukiro,Gahanga,1,1,1.2,protected_well,medium,low,0.5171,Medium,"['Low meal frequency (< 2 meals/day)', 'Poor sanitation', 'Low household income']"
HH1398,-1.956685,30.06483,Kicukiro,Gatenga,1,2,3.1,unprotected_well,low,high,0.5356,Medium,"['Poor sanitation', 'Unsafe water source', 'High number of children under 5']"
HH1399,-1.987995,30.175014,Kicukiro,Gatenga,1,1,1.6,piped,high,low,0.1498,Low,"['Low meal frequency (< 2 meals/day)', 'Low household income', 'High number of children under 5']"
HH1400,-1.95432,30.146394,Kicukiro,Niboye,1,3,2.9,unprotected_well,low,middle,0.7282,High,"['Poor sanitation', 'Unsafe water source', 'High number of children under 5']"
HH1401,-1.966611,30.036561,Kicukiro,Kanombe,1,5,3.0,piped,high,middle,0.0552,Low,"['High number of children under 5', 'Low household income']"
HH1402,-1.994812,30.170067,Kicukiro,Gahanga,1,4,1.4,protected_well,medium,low,0.6207,High,"['Low meal frequency (< 2 meals/day)', 'Poor sanitation', 'Low household income']"
HH1403,-1.940091,30.026065,Kicukiro,Gatenga,1,2,3.3,piped,medium,middle,0.0874,Low,"['Poor sanitation', 'Low household income', 'High number of children under 5']"
HH1404,-2.042487,30.104484,Kicukiro,Gahanga,1,5,2.6,unprotected_well,high,low,0.5613,Medium,"['Unsafe water source', 'Low household income', 'High number of children under 5']"
HH1405,-1.949614,30.147087,Kicukiro,Gahanga,1,1,2.2,piped,high,middle,0.0574,Low,"['Low meal frequency (< 2 meals/day)', 'Low household income', 'High number of children under 5']"
HH1406,-1.936331,30.061902,Kicukiro,Niboye,1,0,1.8,surface,low,middle,0.8454,High,"['Unsafe water source', 'Poor sanitation', 'Low meal frequency (< 2 meals/day)']"
HH1407,-2.025702,30.171505,Kicukiro,Gatenga,0,3,3.3,unprotected_well,medium,low,0.6674,High,"['Unsafe water source', 'Poor sanitation', 'Low household income']"
HH1408,-1.931253,30.157858,Kicukiro,Kanombe,1,3,1.6,protected_well,low,middle,0.631,High,"['Poor sanitation', 'Low meal frequency (< 2 meals/day)', 'Unsafe water source']"
HH1409,-2.032093,30.15603,Kicukiro,Kanombe,1,4,2.4,piped,medium,high,0.1018,Low,"['Poor sanitation', 'High number of children under 5', 'Low meal frequency (< 2 meals/day)']"
HH1410,-1.995893,30.153875,Kicukiro,Kanombe,1,3,2.3,unprotected_well,medium,middle,0.4429,Medium,"['Unsafe water source', 'Poor sanitation', 'Low meal frequency (< 2 meals/day)']"
HH1411,-1.993556,30.104476,Kicukiro,Kagarama,1,4,3.1,protected_well,high,middle,0.0763,Low,"['High number of children under 5', 'Unsafe water source', 'Low household income']"
HH1412,-2.037775,30.114763,Kicukiro,Gatenga,1,0,3.4,piped,medium,middle,0.0666,Low,"['Poor sanitation', 'Low household income']"
HH1413,-2.023554,30.0986,Kicukiro,Kagarama,1,2,2.4,protected_well,medium,middle,0.1712,Low,"['Poor sanitation', 'Low meal frequency (< 2 meals/day)', 'Unsafe water source']"
HH1414,-1.933348,30.092096,Kicukiro,Kagarama,1,4,3.2,unprotected_well,medium,low,0.6918,High,"['Unsafe water source', 'Poor sanitation', 'Low household income']"
HH1415,-2.028888,30.163763,Kicukiro,Kagarama,1,5,1.5,piped,low,low,0.793,High,"['Poor sanitation', 'Low meal frequency (< 2 meals/day)', 'Low household income']"
HH1416,-1.906469,30.147421,Kicukiro,Niboye,1,4,2.9,protected_well,high,middle,0.081,Low,"['High number of children under 5', 'Unsafe water source', 'Low household income']"
HH1417,-2.022055,30.033198,Kicukiro,Niboye,1,5,2.9,piped,low,middle,0.4345,Medium,"['Poor sanitation', 'High number of children under 5', 'Low household income']"
HH1418,-1.958492,30.124778,Kicukiro,Gahanga,0,2,3.5,unprotected_well,medium,middle,0.326,Low,"['Unsafe water source', 'Poor sanitation', 'Low household income']"
HH1419,-1.92666,30.148779,Kicukiro,Gahanga,1,5,2.9,surface,low,middle,0.8425,High,"['Unsafe water source', 'Poor sanitation', 'High number of children under 5']"
HH1420,-2.017545,30.060025,Kicukiro,Gatenga,0,1,3.0,unprotected_well,medium,low,0.6078,High,"['Unsafe water source', 'Poor sanitation', 'Low household income']"
HH1421,-1.948341,30.144493,Kicukiro,Gatenga,0,3,2.0,unprotected_well,low,middle,0.7857,High,"['Poor sanitation', 'Unsafe water source', 'Low meal frequency (< 2 meals/day)']"
HH1422,-1.935533,30.058698,Kicukiro,Niboye,1,2,3.5,piped,high,middle,0.0313,Low,"['Low household income', 'High number of children under 5']"
HH1423,-1.932703,30.069853,Kicukiro,Gahanga,1,3,1.9,piped,high,high,0.0656,Low,"['Low meal frequency (< 2 meals/day)', 'High number of children under 5']"
HH1424,-2.044466,30.091514,Kicukiro,Gahanga,0,0,2.9,surface,low,low,0.8391,High,"['Unsafe water source', 'Poor sanitation', 'Low household income']"
HH1425,-1.927539,30.162725,Kicukiro,Kagarama,1,5,2.3,protected_well,medium,low,0.5719,Medium,"['Poor sanitation', 'Low household income', 'High number of children under 5']"
HH1426,-2.024081,30.147224,Kicukiro,Kanombe,1,4,1.6,surface,low,middle,0.8903,High,"['Unsafe water source', 'Poor sanitation', 'Low meal frequency (< 2 meals/day)']"
HH1427,-1.994769,30.04576,Kicukiro,Kanombe,1,0,2.9,piped,medium,low,0.1791,Low,"['Poor sanitation', 'Low household income', 'Low meal frequency (< 2 meals/day)']"
HH1428,-1.956711,30.131412,Kicukiro,Kanombe,1,5,2.4,piped,medium,low,0.4143,Medium,"['Poor sanitation', 'Low household income', 'High number of children under 5']"
HH1429,-1.97878,30.145649,Kicukiro,Niboye,0,2,2.1,unprotected_well,low,middle,0.7602,High,"['Poor sanitation', 'Unsafe water source', 'Low meal frequency (< 2 meals/day)']"
HH1430,-2.032886,30.180861,Kicukiro,Kanombe,1,3,1.6,protected_well,high,middle,0.1332,Low,"['Low meal frequency (< 2 meals/day)', 'Unsafe water source', 'High number of children under 5']"
HH1431,-2.054355,30.136503,Kicukiro,Kanombe,0,0,2.3,unprotected_well,low,low,0.8121,High,"['Poor sanitation', 'Unsafe water source', 'Low household income']"
HH1432,-1.944576,30.083545,Kicukiro,Kagarama,0,5,2.0,protected_well,low,low,0.8104,High,"['Poor sanitation', 'Low meal frequency (< 2 meals/day)', 'Low household income']"
HH1433,-1.980509,30.156684,Kicukiro,Gatenga,0,5,2.3,surface,high,low,0.7611,High,"['Unsafe water source', 'Low household income', 'High number of children under 5']"
HH1434,-2.03138,30.126164,Kicukiro,Niboye,1,4,2.9,piped,high,middle,0.0511,Low,"['High number of children under 5', 'Low household income', 'Low meal frequency (< 2 meals/day)']"
HH1435,-1.950213,30.05734,Kicukiro,Gahanga,1,1,1.5,protected_well,high,low,0.2353,Low,"['Low meal frequency (< 2 meals/day)', 'Low household income', 'Unsafe water source']"
HH1436,-1.931884,30.150386,Kicukiro,Kagarama,0,5,2.4,unprotected_well,medium,middle,0.5215,Medium,"['Unsafe water source', 'Poor sanitation', 'High number of children under 5']"
