household_id,lat,lon,district,sector,urban,children_under5,avg_meal_count,water_source,sanitation_tier,income_band
HH1256,-1.975563,30.179136,Kicukiro,Kagarama,0,3,2.8,surface,low,low
HH1257,-2.037902,30.093497,Kicukiro,Gatenga,1,1,3.1,piped,medium,high
HH1258,-1.987277,30.146508,Kicukiro,Niboye,1,3,2.7,protected_well,high,high
HH1259,-1.908269,30.135883,Kicukiro,Gahanga,1,3,2.6,piped,medium,middle
HH1260,-2.020417,30.078661,Kicukiro,Kagarama,1,1,2.6,protected_well,high,middle
HH1261,-2.027269,30.051636,Kicukiro,Gatenga,0,0,1.3,protected_well,low,low
HH1262,-2.034839,30.179108,Kicukiro,Gatenga,1,3,2.0,surface,low,high
HH1263,-2.044479,30.026099,Kicukiro,Niboye,1,3,2.8,piped,medium,middle
HH1264,-2.008561,30.138094,Kicukiro,Kagarama,1,1,3.0,piped,low,middle
HH1265,-1.957105,30.104761,Kicukiro,Gatenga,0,3,1.6,unprotected_well,low,low
HH1266,-1.965539,30.036139,Kicukiro,Gahanga,0,4,3.2,surface,medium,low
HH1267,-1.958155,30.123983,Kicukiro,Gahanga,1,2,2.7,piped,high,low
HH1268,-1.94431,30.034719,Kicukiro,Gatenga,1,1,1.9,protected_well,medium,middle
HH1269,-1.91847,30.080694,Kicukiro,Gahanga,1,2,3.3,piped,high,low
HH1270,-1.97824,30.036728,Kicukiro,Kagarama,1,1,1.6,piped,low,middle
HH1271,-1.957754,30.176969,Kicukiro,Gatenga,1,0,2.4,piped,high,low
HH1272,-1.946803,30.037178,Kicukiro,Niboye,1,1,1.6,unprotected_well,high,low
HH1273,-1.952085,30.13477,Kicukiro,Kagarama,0,0,1.7,surface,medium,low
HH1274,-2.043506,30.046376,Kicukiro,Gahanga,1,3,2.8,piped,low,high
HH1275,-2.037572,30.032174,Kicukiro,Gatenga,1,2,2.9,piped,medium,middle
HH1276,-2.04789,30.12417,Kicukiro,Kagarama,1,4,3.1,protected_well,medium,high
HH1277,-2.03682,30.132181,Kicukiro,Gahanga,1,4,2.6,protected_well,high,middle
HH1278,-1.928042,30.15255,Kicukiro,Gatenga,1,0,1.9,piped,medium,high
HH1279,-2.044402,30.16912,Kicukiro,Kanombe,0,5,2.8,protected_well,low,low
HH1280,-1.94366,30.109551,Kicukiro,Niboye,1,0,2.2,piped,high,high
HH1281,-1.978912,30.107486,Kicukiro,Gahanga,1,4,3.4,piped,medium,middle
HH1282,-2.022493,30.031281,Kicukiro,Gahanga,0,1,2.6,unprotected_well,low,low
HH1283,-1.9428,30.174956,Kicukiro,Kanombe,1,5,1.8,piped,high,middle
HH1284,-1.908117,30.128794,Kicukiro,Kanombe,0,4,2.2,surface,low,middle
HH1285,-1.968605,30.15239,Kicukiro,Kagarama,0,1,1.5,surface,medium,middle
HH1286,-2.043854,30.161159,Kicukiro,Niboye,1,3,3.3,piped,medium,high
HH1287,-1.931847,30.049088,Kicukiro,Niboye,1,0,3.2,piped,medium,high
HH1288,-1.911013,30.086342,Kicukiro,Gahanga,1,2,1.6,unprotected_well,medium,middle
HH1289,-1.905474,30.182323,Kicukiro,Kanombe,1,3,2.9,protected_well,high,low
HH1290,-1.9745,30.087332,Kicukiro,Niboye,0,0,3.3,surface,medium,low
HH1291,-2.055555,30.176259,Kicukiro,Gatenga,1,0,2.6,protected_well,medium,middle
HH1292,-2.044751,30.047359,Kicukiro,Niboye,1,2,3.2,piped,high,low
HH1293,-1.985609,30.090961,Kicukiro,Gahanga,1,5,2.3,piped,medium,high
HH1294,-2.015234,30.072124,Kicukiro,Niboye,1,3,3.5,piped,high,high
HH1295,-1.995323,30.16052,Kicukiro,Kagarama,1,2,3.0,protected_well,low,low
HH1296,-1.924609,30.024272,Kicukiro,Kanombe,0,3,1.7,piped,low,middle
HH1297,-2.02156,30.063112,Kicukiro,Gahanga,0,1,3.0,surface,low,low
HH1298,-2.031804,30.035315,Kicukiro,Gahanga,1,3,3.5,unprotected_well,high,middle
HH1299,-1.9986,30.115192,Kicukiro,Kanombe,1,1,2.5,piped,high,middle
HH1300,-1.925916,30.044319,Kicukiro,Kanombe,1,3,3.3,protected_well,medium,middle
HH1301,-1.940069,30.106936,Kicukiro,Kanombe,0,5,2.4,surface,medium,high
HH1302,-2.013289,30.095422,Kicukiro,Gahanga,1,3,3.0,piped,low,high
HH1303,-1.9409,30.138462,Kicukiro,Kanombe,1,2,2.2,piped,medium,middle
HH1304,-1.949067,30.153324,Kicukiro,Kanombe,1,0,2.8,protected_well,high,high
HH1305,-2.025688,30.08309,Kicukiro,Gahanga,1,0,2.8,piped,medium,high
HH1306,-2.052807,30.053654,Kicukiro,Gahanga,1,3,1.6,unprotected_well,high,high
HH1307,-1.962793,30.133148,Kicukiro,Kagarama,1,1,1.6,piped,high,high
HH1308,-1.989477,30.145841,Kicukiro,Niboye,0,2,1.1,protected_well,low,low
HH1309,-2.055732,30.023852,Kicukiro,Gatenga,1,2,1.8,piped,medium,high
HH1310,-1.988201,30.084738,Kicukiro,Gahanga,1,5,2.3,unprotected_well,medium,low
HH1311,-2.024085,30.136584,Kicukiro,Gatenga,1,4,3.1,unprotected_well,high,middle
HH1312,-1.923914,30.177419,Kicukiro,Kagarama,0,3,2.4,surface,high,middle
HH1313,-1.92643,30.085371,Kicukiro,Niboye,1,3,2.6,piped,high,middle
HH1314,-2.034672,30.039923,Kicukiro,Niboye,1,1,2.2,piped,high,middle
HH1315,-1.979903,30.03259,Kicukiro,Niboye,1,1,1.8,protected_well,medium,middle
HH1316,-2.033413,30.170987,Kicukiro,Kagarama,0,3,3.1,piped,medium,high
HH1317,-1.927456,30.160913,Kicukiro,Kanombe,1,4,2.2,protected_well,medium,high
HH1318,-2.004661,30.059061,Kicukiro,Niboye,1,1,2.8,piped,high,high
HH1319,-1.979392,30.024694,Kicukiro,Niboye,0,0,2.6,unprotected_well,low,high
HH1320,-1.949131,30.170354,Kicukiro,Kagarama,0,5,3.0,unprotected_well,low,low
HH1321,-1.972411,30.149031,Kicukiro,Kanombe,1,3,2.9,piped,medium,middle
HH1322,-2.019569,30.075294,Kicukiro,Niboye,1,3,3.3,unprotected_well,high,middle
HH1323,-1.974547,30.118169,Kicukiro,Niboye,1,4,1.9,protected_well,high,high
HH1324,-1.932928,30.104367,Kicukiro,Kanombe,1,5,1.6,piped,low,middle
HH1325,-2.014471,30.066644,Kicukiro,Gahanga,1,1,2.1,protected_well,high,high
HH1326,-1.968313,30.072389,Kicukiro,Gahanga,0,5,3.1,unprotected_well,low,middle
HH1327,-1.900905,30.153293,Kicukiro,Niboye,1,1,1.5,protected_well,high,middle
HH1328,-1.988584,30.076686,Kicukiro,Gatenga,1,3,1.8,protected_well,high,middle
HH1329,-2.000249,30.12226,Kicukiro,Kanombe,1,3,1.0,piped,high,low
HH1330,-2.006128,30.125786,Kicukiro,Kanombe,1,0,3.5,piped,medium,high
HH1331,-2.05809,30.180768,Kicukiro,Gatenga,1,4,2.1,protected_well,medium,high
HH1332,-2.00568,30.076578,Kicukiro,Kanombe,1,0,3.0,protected_well,low,low
HH1333,-2.010504,30.049456,Kicukiro,Kagarama,1,2,2.4,piped,high,high
HH1334,-2.054135,30.071608,Kicukiro,Kanombe,1,2,1.9,piped,medium,middle
HH1335,-1.978531,30.030029,Kicukiro,Kanombe,1,3,3.0,piped,low,high
HH1336,-2.01753,30.139012,Kicukiro,Kanombe,1,1,3.1,unprotected_well,high,middle
HH1337,-1.911889,30.048909,Kicukiro,Gahanga,1,3,1.3,piped,high,low
HH1338,-2.042316,30.182915,Kicukiro,Kagarama,0,1,2.8,unprotected_well,low,low
HH1339,-1.980085,30.122803,Kicukiro,Kanombe,0,1,1.0,surface,low,low
HH1340,-1.906058,30.135871,Kicukiro,Kagarama,1,3,2.4,piped,high,middle
HH1341,-2.057788,30.085093,Kicukiro,Kagarama,1,4,1.8,piped,medium,middle
HH1342,-2.048747,30.114564,Kicukiro,Kagarama,0,5,3.0,surface,low,low
HH1343,-1.914841,30.072805,Kicukiro,Gatenga,0,1,2.5,unprotected_well,low,middle
HH1344,-1.945106,30.137201,Kicukiro,Kanombe,0,0,1.4,protected_well,low,low
HH1345,-1.948485,30.155716,Kicukiro,Gahanga,1,0,3.0,piped,high,low
HH1346,-1.958563,30.161993,Kicukiro,Gahanga,1,3,1.8,piped,medium,high
HH1347,-1.936635,30.172852,Kicukiro,Gahanga,1,2,3.4,piped,low,high
HH1348,-1.9223,30.080518,Kicukiro,Gahanga,0,1,3.4,unprotected_well,medium,middle
HH1349,-1.909146,30.109822,Kicukiro,Kanombe,1,2,2.1,piped,high,low
HH1350,-2.039728,30.049163,Kicukiro,Gahanga,1,0,1.7,piped,high,high
HH1351,-2.042949,30.100377,Kicukiro,Kagarama,1,1,3.3,piped,low,high
HH1352,-2.00205,30.030407,Kicukiro,Gatenga,0,2,2.7,unprotected_well,medium,low
HH1353,-2.058643,30.031983,Kicukiro,Niboye,1,4,3.3,protected_well,high,high
HH1354,-2.005577,30.079216,Kicukiro,Gahanga,1,3,1.1,protected_well,high,low
HH1355,-1.970284,30.083014,Kicukiro,Niboye,1,5,1.8,piped,medium,middle
HH1356,-1.917155,30.04647,Kicukiro,Niboye,1,4,3.1,piped,low,low
HH1357,-2.045776,30.140179,Kicukiro,Niboye,1,1,2.9,piped,low,high
HH1358,-2.052134,30.030138,Kicukiro,Kagarama,1,1,1.9,protected_well,low,middle
HH1359,-2.040989,30.07177,Kicukiro,Gahanga,1,3,3.4,protected_well,high,high
HH1360,-1.959382,30.15245,Kicukiro,Kanombe,1,1,2.9,piped,low,high
HH1361,-1.978154,30.055889,Kicukiro,Kagarama,1,3,2.6,protected_well,high,middle
HH1362,-1.969598,30.135645,Kicukiro,Kanombe,1,4,1.5,piped,high,middle
HH1363,-1.945168,30.129082,Kicukiro,Gahanga,1,0,3.1,protected_well,high,high
HH1364,-2.049877,30.080779,Kicukiro,Kagarama,0,4,1.2,unprotected_well,low,low
HH1365,-1.928665,30.051341,Kicukiro,Niboye,1,5,2.0,protected_well,high,middle
HH1366,-2.005975,30.07318,Kicukiro,Kagarama,1,4,2.0,piped,high,high
HH1367,-1.902854,30.168626,Kicukiro,Kagarama,0,3,3.1,piped,medium,high
HH1368,-1.999858,30.169251,Kicukiro,Gahanga,1,5,2.0,protected_well,high,low
HH1369,-1.984299,30.069636,Kicukiro,Niboye,0,5,2.3,surface,high,middle
HH1370,-2.003335,30.053063,Kicukiro,Niboye,0,1,2.5,protected_well,low,low
HH1371,-1.924931,30.09311,Kicukiro,Gatenga,1,4,2.8,protected_well,high,high
HH1372,-1.980157,30.043126,Kicukiro,Gatenga,0,5,3.2,protected_well,medium,low
HH1373,-1.94168,30.090842,Kicukiro,Kanombe,1,4,2.8,protected_well,medium,middle
HH1374,-1.972143,30.162061,Kicukiro,Gatenga,1,0,2.7,surface,high,middle
HH1375,-1.981835,30.114591,Kicukiro,Gahanga,1,1,1.6,piped,high,middle
HH1376,-1.904117,30.089782,Kicukiro,Kagarama,0,0,2.5,unprotected_well,low,middle
HH1377,-2.022257,30.053903,Kicukiro,Niboye,0,2,1.0,unprotected_well,medium,low
HH1378,-2.058782,30.053198,Kicukiro,Kagarama,1,1,2.4,unprotected_well,high,low
HH1379,-1.903888,30.025908,Kicukiro,Gahanga,0,1,3.0,unprotected_well,low,middle
HH1380,-2.0025,30.155556,Kicukiro,Kagarama,0,4,2.4,unprotected_well,low,low
HH1381,-1.982353,30.128491,Kicukiro,Niboye,1,1,2.9,piped,medium,middle
HH1382,-1.951257,30.035339,Kicukiro,Gatenga,1,2,1.9,protected_well,medium,middle
HH1383,-2.056872,30.04082,Kicukiro,Kanombe,1,0,2.0,protected_well,high,middle
HH1384,-1.976521,30.025393,Kicukiro,Niboye,1,5,2.0,protected_well,medium,middle
HH1385,-1.95834,30.119239,Kicukiro,Niboye,1,2,1.8,protected_well,high,low
HH1386,-1.96915,30.126469,Kicukiro,Niboye,1,4,2.4,piped,medium,low
HH1387,-2.035547,30.103953,Kicukiro,Niboye,1,4,3.3,piped,high,low
HH1388,-1.95645,30.065718,Kicukiro,Gahanga,1,4,2.7,piped,high,low
HH1389,-1.984562,30.03637,Kicukiro,Niboye,1,1,3.4,piped,high,middle
HH1390,-2.01775,30.121652,Kicukiro,Kagarama,1,1,2.3,protected_well,high,high
HH1391,-1.959776,30.068256,Kicukiro,Gahanga,1,5,1.5,piped,medium,middle
HH1392,-1.913125,30.09036,Kicukiro,Gatenga,1,3,3.3,piped,low,high
HH1393,-1.924345,30.036409,Kicukiro,Kagarama,1,5,1.6,piped,low,middle
HH1394,-2.028379,30.082533,Kicukiro,Kagarama,1,3,3.0,piped,high,low
HH1395,-1.95411,30.025591,Kicukiro,Kagarama,0,4,3.4,unprotected_well,medium,low
HH1396,-1.985128,30.063832,Kicukiro,Kagarama,0,3,1.5,protected_well,low,low
HH1397,-1.982564,30.092405,Kicukiro,Gahanga,1,1,1.2,protected_well,medium,low
HH1398,-1.956685,30.06483,Kicukiro,Gatenga,1,2,3.1,unprotected_well,low,high
HH1399,-1.987995,30.175014,Kicukiro,Gatenga,1,1,1.6,piped,high,low
HH1400,-1.95432,30.146394,Kicukiro,Niboye,1,3,2.9,unprotected_well,low,middle
HH1401,-1.966611,30.036561,Kicukiro,Kanombe,1,5,3.0,piped,high,middle
HH1402,-1.994812,30.170067,Kicukiro,Gahanga,1,4,1.4,protected_well,medium,low
HH1403,-1.940091,30.026065,Kicukiro,Gatenga,1,2,3.3,piped,medium,middle
HH1404,-2.042487,30.104484,Kicukiro,Gahanga,1,5,2.6,unprotected_well,high,low
HH1405,-1.949614,30.147087,Kicukiro,Gahanga,1,1,2.2,piped,high,middle
HH1406,-1.936331,30.061902,Kicukiro,Niboye,1,0,1.8,surface,low,middle
HH1407,-2.025702,30.171505,Kicukiro,Gatenga,0,3,3.3,unprotected_well,medium,low
HH1408,-1.931253,30.157858,Kicukiro,Kanombe,1,3,1.6,protected_well,low,middle
HH1409,-2.032093,30.15603,Kicukiro,Kanombe,1,4,2.4,piped,medium,high
HH1410,-1.995893,30.153875,Kicukiro,Kanombe,1,3,2.3,unprotected_well,medium,middle
HH1411,-1.993556,30.104476,Kicukiro,Kagarama,1,4,3.1,protected_well,high,middle
HH1412,-2.037775,30.114763,Kicukiro,Gatenga,1,0,3.4,piped,medium,middle
HH1413,-2.023554,30.0986,Kicukiro,Kagarama,1,2,2.4,protected_well,medium,middle
HH1414,-1.933348,30.092096,Kicukiro,Kagarama,1,4,3.2,unprotected_well,medium,low
HH1415,-2.028888,30.163763,Kicukiro,Kagarama,1,5,1.5,piped,low,low
HH1416,-1.906469,30.147421,Kicukiro,Niboye,1,4,2.9,protected_well,high,middle
HH1417,-2.022055,30.033198,Kicukiro,Niboye,1,5,2.9,piped,low,middle
HH1418,-1.958492,30.124778,Kicukiro,Gahanga,0,2,3.5,unprotected_well,medium,middle
HH1419,-1.92666,30.148779,Kicukiro,Gahanga,1,5,2.9,surface,low,middle
HH1420,-2.017545,30.060025,Kicukiro,Gatenga,0,1,3.0,unprotected_well,medium,low
HH1421,-1.948341,30.144493,Kicukiro,Gatenga,0,3,2.0,unprotected_well,low,middle
HH1422,-1.935533,30.058698,Kicukiro,Niboye,1,2,3.5,piped,high,middle
HH1423,-1.932703,30.069853,Kicukiro,Gahanga,1,3,1.9,piped,high,high
HH1424,-2.044466,30.091514,Kicukiro,Gahanga,0,0,2.9,surface,low,low
HH1425,-1.927539,30.162725,Kicukiro,Kagarama,1,5,2.3,protected_well,medium,low
HH1426,-2.024081,30.147224,Kicukiro,Kanombe,1,4,1.6,surface,low,middle
HH1427,-1.994769,30.04576,Kicukiro,Kanombe,1,0,2.9,piped,medium,low
HH1428,-1.956711,30.131412,Kicukiro,Kanombe,1,5,2.4,piped,medium,low
HH1429,-1.97878,30.145649,Kicukiro,Niboye,0,2,2.1,unprotected_well,low,middle
HH1430,-2.032886,30.180861,Kicukiro,Kanombe,1,3,1.6,protected_well,high,middle
HH1431,-2.054355,30.136503,Kicukiro,Kanombe,0,0,2.3,unprotected_well,low,low
HH1432,-1.944576,30.083545,Kicukiro,Kagarama,0,5,2.0,protected_well,low,low
HH1433,-1.980509,30.156684,Kicukiro,Gatenga,0,5,2.3,surface,high,low
HH1434,-2.03138,30.126164,Kicukiro,Niboye,1,4,2.9,piped,high,middle
HH1435,-1.950213,30.05734,Kicukiro,Gahanga,1,1,1.5,protected_well,high,low
HH1436,-1.931884,30.150386,Kicukiro,Kagarama,0,5,2.4,unprotected_well,medium,middle
HH1437,-1.918304,30.099248,Kicukiro,Kanombe,1,4,2.2,piped,high,middle
HH1438,-2.020032,30.181297,Kicukiro,Gahanga,0,0,1.6,unprotected_well,low,low
HH1439,-1.929394,30.106692,Kicukiro,Kagarama,0,5,3.4,unprotected_well,medium,high
HH1440,-1.909578,30.161925,Kicukiro,Niboye,0,1,2.1,protected_well,low,middle
HH1441,-2.013445,30.0699,Kicukiro,Kanombe,1,2,2.7,piped,medium,high
HH1442,-1.947574,30.039231,Kicukiro,Niboye,1,3,2.1,unprotected_well,high,middle
HH1443,-2.043307,30.052304,Kicukiro,Kagarama,1,4,3.4,protected_well,medium,middle
HH1444,-1.962208,30.092347,Kicukiro,Gahanga,1,2,2.6,piped,medium,middle
HH1445,-2.004798,30.136839,Kicukiro,Gatenga,0,3,1.2,piped,medium,low
HH1446,-1.931153,30.057311,Kicukiro,Kanombe,1,1,2.0,protected_well,medium,middle
HH1447,-1.992718,30.120061,Kicukiro,Niboye,0,2,2.1,unprotected_well,high,low
HH1448,-1.952032,30.10188,Kicukiro,Gahanga,0,3,2.7,surface,medium,low
HH1449,-2.054683,30.031252,Kicukiro,Gahanga,1,2,2.0,protected_well,high,high
HH1450,-2.01817,30.1823,Kicukiro,Gatenga,1,3,3.1,surface,high,high
HH1451,-1.92288,30.145774,Kicukiro,Kagarama,1,0,1.7,piped,high,middle
HH1452,-1.999618,30.032665,Kicukiro,Gatenga,0,4,3.1,surface,medium,low
HH1453,-2.01213,30.144792,Kicukiro,Gatenga,1,1,3.4,piped,low,middle
HH1454,-1.983677,30.062253,Kicukiro,Kagarama,1,4,2.3,piped,high,middle
HH1455,-1.964646,30.128123,Kicukiro,Kagarama,1,5,2.8,protected_well,high,low
HH1456,-1.931551,30.023166,Kicukiro,Kagarama,1,5,2.7,unprotected_well,low,middle
HH1457,-1.97075,30.170089,Kicukiro,Gahanga,1,4,1.9,protected_well,medium,middle
HH1458,-1.979146,30.085245,Kicukiro,Gahanga,0,1,2.8,unprotected_well,medium,low
HH1459,-1.911322,30.098906,Kicukiro,Kanombe,1,0,2.8,protected_well,medium,middle
HH1460,-1.986015,30.056648,Kicukiro,Kanombe,1,5,3.0,unprotected_well,low,low
HH1461,-1.908372,30.111809,Kicukiro,Gatenga,1,0,3.4,unprotected_well,high,low
HH1462,-1.949729,30.108809,Kicukiro,Gatenga,1,5,3.4,surface,high,high
HH1463,-1.918217,30.169056,Kicukiro,Kanombe,1,2,2.6,piped,low,middle
HH1464,-1.974964,30.115518,Kicukiro,Niboye,1,2,1.9,protected_well,high,middle
HH1465,-2.041124,30.182819,Kicukiro,Gatenga,1,2,1.9,piped,high,high
HH1466,-2.03107,30.158528,Kicukiro,Niboye,1,4,2.6,unprotected_well,medium,middle
HH1467,-2.053441,30.163684,Kicukiro,Niboye,0,0,3.0,protected_well,low,low
HH1468,-2.005788,30.164445,Kicukiro,Kagarama,0,5,2.6,unprotected_well,medium,low
HH1469,-1.977319,30.087562,Kicukiro,Gahanga,1,4,2.6,unprotected_well,medium,middle
HH1470,-1.937177,30.061799,Kicukiro,Kanombe,1,5,3.4,protected_well,high,low
HH1471,-2.017892,30.182209,Kicukiro,Gahanga,0,0,1.9,piped,low,low
HH1472,-1.971538,30.158638,Kicukiro,Kanombe,1,5,2.4,unprotected_well,low,middle
HH1473,-1.918162,30.094795,Kicukiro,Gahanga,0,5,3.1,protected_well,low,middle
HH1474,-1.99299,30.073767,Kicukiro,Kanombe,1,3,3.2,piped,high,middle
HH1475,-1.96772,30.059842,Kicukiro,Gahanga,0,2,2.0,protected_well,medium,low
HH1476,-1.993147,30.084853,Kicukiro,Kagarama,1,0,2.1,piped,high,low
HH1477,-2.04674,30.106207,Kicukiro,Niboye,0,3,2.1,protected_well,low,middle
HH1478,-1.946619,30.072813,Kicukiro,Kanombe,1,5,1.9,protected_well,medium,middle
HH1479,-2.02203,30.131498,Kicukiro,Niboye,0,2,2.4,unprotected_well,low,low
HH1480,-2.034925,30.092211,Kicukiro,Kanombe,1,3,2.8,piped,medium,high
HH1481,-1.932034,30.095019,Kicukiro,Kanombe,0,5,1.4,piped,low,low
HH1482,-1.991989,30.127317,Kicukiro,Kagarama,1,5,1.7,piped,high,middle
HH1483,-1.97194,30.131219,Kicukiro,Gahanga,1,5,3.3,piped,high,middle
HH1484,-2.046453,30.149407,Kicukiro,Kanombe,1,4,1.9,surface,high,middle
HH1485,-1.922124,30.168007,Kicukiro,Gahanga,1,2,3.3,piped,high,low
HH1486,-2.055892,30.045727,Kicukiro,Kagarama,1,4,2.9,piped,high,middle
HH1487,-2.036591,30.059848,Kicukiro,Gatenga,1,3,1.8,piped,high,high
HH1488,-2.030429,30.065455,Kicukiro,Niboye,0,4,3.2,protected_well,high,low
HH1489,-2.05857,30.164387,Kicukiro,Kanombe,1,3,2.5,protected_well,high,low
HH1490,-1.906938,30.115875,Kicukiro,Kagarama,0,4,3.0,surface,high,low
HH1491,-2.057188,30.122058,Kicukiro,Gahanga,1,5,1.6,piped,medium,low
HH1492,-2.024695,30.079585,Kicukiro,Kanombe,0,3,2.3,piped,medium,low
HH1493,-2.057332,30.050914,Kicukiro,Gahanga,1,1,2.7,piped,medium,middle
HH1494,-2.031458,30.04193,Kicukiro,Gatenga,1,3,2.8,piped,medium,high
HH1495,-1.936186,30.072985,Kicukiro,Kanombe,1,5,2.5,piped,medium,low
HH1496,-1.976264,30.14599,Kicukiro,Niboye,1,0,1.9,piped,high,low
HH1497,-2.013065,30.137813,Kicukiro,Kanombe,1,0,2.0,protected_well,high,middle
HH1498,-1.92788,30.141443,Kicukiro,Niboye,1,0,1.1,protected_well,high,low
HH1499,-2.047431,30.103087,Kicukiro,Gahanga,1,3,3.1,piped,medium,middle
HH1500,-2.019967,30.107596,Kicukiro,Kanombe,1,0,2.5,protected_well,high,high
HH1501,-2.208305,30.221593,Bugesera,Kamabuye,0,4,1.6,surface,medium,middle
HH1502,-2.199106,30.174917,Bugesera,Kamabuye,0,2,2.4,protected_well,low,low
HH1503,-2.193836,30.318345,Bugesera,Juru,1,2,2.1,protected_well,medium,high
HH1504,-2.179808,30.214023,Bugesera,Kamabuye,0,1,1.8,piped,medium,middle
HH1505,-2.091179,30.314046,Bugesera,Juru,1,4,2.1,protected_well,medium,high
HH1506,-2.156743,30.243304,Bugesera,Gashora,0,5,1.4,protected_well,low,low
HH1507,-2.086991,30.318466,Bugesera,Ntarama,0,1,2.3,unprotected_well,low,low
HH1508,-2.243269,30.20139,Bugesera,Gashora,0,3,3.3,surface,low,middle
HH1509,-2.189207,30.167249,Bugesera,Ntarama,0,5,1.9,unprotected_well,low,middle
HH1510,-2.107432,30.188902,Bugesera,Ntarama,0,0,2.5,protected_well,medium,middle
HH1511,-2.091959,30.23109,Bugesera,Juru,0,5,2.5,unprotected_well,high,low
HH1512,-2.163771,30.199812,Bugesera,Kamabuye,0,5,2.5,protected_well,high,middle
HH1513,-2.127224,30.17416,Bugesera,Kamabuye,0,1,2.5,protected_well,medium,middle
HH1514,-2.221535,30.239004,Bugesera,Juru,0,4,1.1,surface,high,low
HH1515,-2.171357,30.306218,Bugesera,Juru,1,4,3.2,piped,low,high
HH1516,-2.143957,30.295071,Bugesera,Gashora,0,0,3.1,unprotected_well,low,middle
HH1517,-2.101295,30.213122,Bugesera,Juru,1,5,1.2,piped,high,low
HH1518,-2.159641,30.218383,Bugesera,Kamabuye,0,0,2.4,protected_well,low,middle
HH1519,-2.172301,30.277411,Bugesera,Juru,0,2,2.2,protected_well,low,middle
HH1520,-2.221219,30.321468,Bugesera,Juru,0,1,2.8,surface,low,low
HH1521,-2.136862,30.224588,Bugesera,Ntarama,0,5,2.3,unprotected_well,medium,middle
HH1522,-2.156138,30.316543,Bugesera,Juru,0,3,3.1,protected_well,medium,middle
HH1523,-2.228106,30.269163,Bugesera,Gashora,0,2,2.8,surface,low,low
HH1524,-2.233136,30.306844,Bugesera,Juru,1,5,1.4,piped,medium,low
HH1525,-2.191102,30.203154,Bugesera,Mareba,1,1,2.3,piped,medium,low
HH1526,-2.236905,30.209972,Bugesera,Mareba,0,3,2.0,surface,medium,middle
HH1527,-2.091339,30.223767,Bugesera,Ntarama,1,2,3.2,protected_well,high,middle
HH1528,-2.101296,30.165848,Bugesera,Ntarama,1,3,1.6,protected_well,high,high
HH1529,-2.175833,30.222284,Bugesera,Mareba,0,4,3.0,unprotected_well,low,middle
HH1530,-2.231927,30.173627,Bugesera,Ntarama,0,5,1.6,surface,medium,middle
HH1531,-2.14515,30.184829,Bugesera,Ntarama,1,4,2.6,piped,low,low
HH1532,-2.207689,30.282864,Bugesera,Kamabuye,0,5,3.2,protected_well,low,low
HH1533,-2.242449,30.323084,Bugesera,Kamabuye,1,2,2.2,piped,high,high
HH1534,-2.146928,30.3067,Bugesera,Juru,0,4,2.2,unprotected_well,low,low
HH1535,-2.085394,30.258503,Bugesera,Mareba,0,3,1.7,unprotected_well,high,low
HH1536,-2.208179,30.256157,Bugesera,Gashora,1,1,2.1,piped,high,low
HH1537,-2.232868,30.280778,Bugesera,Mareba,0,3,3.1,piped,low,high
HH1538,-2.128634,30.18189,Bugesera,Mareba,0,5,1.6,unprotected_well,low,high
HH1539,-2.237069,30.23346,Bugesera,Kamabuye,0,3,3.1,unprotected_well,medium,low
HH1540,-2.200775,30.269439,Bugesera,Kamabuye,0,4,1.9,unprotected_well,low,low
HH1541,-2.212347,30.318771,Bugesera,Ntarama,1,5,2.4,unprotected_well,medium,high
HH1542,-2.214689,30.189542,Bugesera,Gashora,0,4,2.1,unprotected_well,low,low
HH1543,-2.086066,30.216604,Bugesera,Kamabuye,0,4,3.1,unprotected_well,low,low
HH1544,-2.138699,30.253848,Bugesera,Ntarama,0,3,1.9,surface,high,middle
HH1545,-2.120783,30.199731,Bugesera,Gashora,0,5,3.4,surface,medium,low
HH1546,-2.137684,30.231677,Bugesera,Kamabuye,1,5,3.3,piped,high,high
HH1547,-2.22459,30.206992,Bugesera,Mareba,0,4,3.1,unprotected_well,low,low
HH1548,-2.230306,30.165599,Bugesera,Mareba,0,0,2.0,protected_well,medium,low
HH1549,-2.191077,30.188452,Bugesera,Gashora,1,0,1.4,piped,high,low
HH1550,-2.137177,30.296561,Bugesera,Gashora,0,5,2.5,protected_well,low,middle
HH1551,-2.162755,30.201552,Bugesera,Kamabuye,0,2,2.9,protected_well,low,middle
HH1552,-2.099073,30.320338,Bugesera,Kamabuye,1,4,2.8,piped,medium,low
HH1553,-2.151729,30.220949,Bugesera,Gashora,0,0,1.5,piped,medium,low
HH1554,-2.154921,30.199099,Bugesera,Gashora,0,3,2.4,surface,medium,low
HH1555,-2.17824,30.213216,Bugesera,Ntarama,0,2,3.0,protected_well,low,middle
HH1556,-2.171993,30.272123,Bugesera,Ntarama,0,5,3.2,unprotected_well,low,low
HH1557,-2.19757,30.316263,Bugesera,Ntarama,0,2,1.5,unprotected_well,low,low
HH1558,-2.091026,30.300066,Bugesera,Mareba,0,0,3.2,unprotected_well,medium,low
HH1559,-2.125595,30.196994,Bugesera,Mareba,0,2,1.5,protected_well,medium,low
HH1560,-2.11384,30.295069,Bugesera,Ntarama,0,3,2.3,protected_well,low,low
